users_rated,num_owners,max_players,bgg_rank,average_weight,average,min_players,year_published,name,max_playtime,min_playtime,bgg_id,date,type
1572,5199,4,1636,2.4737,7.36909,1,2021,Burgle Bros 2: The Casino Capers,70,45,286537,1/2/2024,details
1015,4328,2,1616,2,8.07065,2,2022,Unmatched: Jurassic Park – Dr. Sattler vs. T. Rex,40,20,284778,1/2/2024,details
2333,6264,4,1661,3.597,7.10631,2,2014,Doomtown: Reloaded,30,30,156714,1/2/2024,details
2522,2809,4,1692,2.2423,6.91405,2,2011,Pergamon,45,45,90040,1/2/2024,details
1462,2996,6,1792,3,7.33442,2,2020,Cosmic Frog,90,45,295905,1/2/2024,details
1380,5736,2,1842,2.3333,7.42028,2,2016,Smash Up: Cease and Desist,45,45,198487,1/2/2024,details
1787,3184,4,1865,2.9385,7.07126,2,2015,Steam Time,90,90,180592,1/2/2024,details
1779,3176,5,1884,1.2407,7.09962,2,2010,Cabo,30,30,73664,1/2/2024,details
851,1418,2,1974,3.9208,8.03711,2,2005,Infinity N3: Core Book,120,90,21133,1/2/2024,details
8661,10697,5,1805,1.8361,6.4588,3,2004,Niagara,45,30,13308,1/2/2024,details
1704,2313,8,1909,3.2905,7.16845,2,1995,Legend of the Five Rings,45,45,1887,1/2/2024,details
764,1833,2,1957,3.8276,8.18665,2,2020,Polis,120,60,303551,1/2/2024,details
1652,5062,4,1998,4.3782,7.10821,1,2016,Bios: Genesis,120,60,98918,1/2/2024,details
2180,3977,4,2022,2.1667,6.81918,2,2016,Beyond Baker Street,30,30,168681,1/2/2024,details
4716,13632,8,2016,1.0168,6.6279,2,2018,Taco Cat Goat Cheese Pizza,30,10,253664,1/2/2024,details
1682,3453,5,2040,2.1803,7.31095,2,1990,HeroQuest Advanced Quest,90,90,22192,1/2/2024,details
1492,3208,5,2066,2.6753,7.17768,1,2015,March of the Ants,90,60,156496,1/2/2024,details
2167,4705,4,2151,2.2184,6.80873,2,2014,Zombie 15',15,15,144826,1/2/2024,details
1392,2746,6,2047,1.0227,7.20779,3,2021,Trio,15,15,352515,1/2/2024,details
1744,2572,4,2172,3.0069,6.95334,1,2010,Castaways,120,120,71906,1/2/2024,details
1300,2697,2,2192,2.3831,7.23092,2,1977,Victory in the Pacific,300,300,1442,1/2/2024,details
1511,2793,5,2276,1.2381,6.96223,2,2019,Nine Tiles Panic,20,20,279869,1/2/2024,details
681,3271,6,2283,2,8.10057,2,2022,Dice Throne: Santa v. Krampus,40,20,366310,1/2/2024,details
903,1812,6,4837,1.1154,6.32066,3,2012,Rumble in the Dungeon,20,20,130827,1/2/2024,details
330,1030,2,4866,3.0769,7.22426,1,2018,Tramways Engineer's Workbook,30,10,247935,1/2/2024,details
1724,3032,5,2509,1.6386,6.74746,1,2013,SOS Titanic,30,30,143157,1/2/2024,details
1210,2069,5,2536,1.8636,6.99855,2,2018,Gunkimono,60,45,251890,1/2/2024,details
1670,3509,5,2554,1.7903,6.77111,2,2015,Portal of Heroes,45,45,181960,1/2/2024,details
2044,3567,4,2628,1.7711,6.57669,1,2014,VivaJava: The Coffee Game: The Dice Game,40,20,139899,1/2/2024,details
1275,4108,4,1686,4.5072,7.62741,1,2017,Bios: Megafauna (Second Edition),180,90,221769,1/2/2024,details
1329,2788,6,1699,2.7228,7.70367,1,2014,Warfighter: The Tactical Special Forces Card Game,180,30,149951,1/2/2024,details
3229,5065,6,1712,1.476,6.81591,2,1993,Beyond Balderdash,45,45,1544,1/2/2024,details
3345,8979,4,1694,1.1067,6.91417,2,2018,Dungeon Mayhem,10,10,260300,1/2/2024,details
2510,2114,5,1723,2.441,6.90404,2,2006,On the Underground,60,60,24773,1/2/2024,details
2086,3069,5,1725,3.5467,7.02727,2,2009,Rise of Empires,180,180,30658,1/2/2024,details
2165,2940,4,1745,1.9677,7.00361,2,2016,Capital Lux,30,30,205046,1/2/2024,details
2260,1733,4,1815,2.6806,6.90172,2,2007,König von Siam,60,30,29937,1/2/2024,details
1291,2532,4,1806,2.1892,7.52716,1,2022,Tenpenny Parks,75,45,294702,1/2/2024,details
1616,2676,4,1883,1.975,7.14627,2,2018,Fertility,45,25,256320,1/2/2024,details
1073,2630,1,1894,2.7333,7.71515,1,2011,Field Commander: Napoleon,180,180,42673,1/2/2024,details
3957,7047,4,1966,1.05,6.57787,2,2015,Dr. Eureka,15,15,181345,1/2/2024,details
1216,2050,5,1986,3.7011,7.38509,2,2015,Pax Pamir,120,60,155255,1/2/2024,details
3051,5148,6,2035,3.0657,6.73059,2,2005,Conquest of the Empire,240,180,17710,1/2/2024,details
1406,3575,2,2060,2.4615,7.18643,2,2015,Marvel Dice Masters: Age of Ultron,60,60,168998,1/2/2024,details
4278,8023,12,2044,1.4725,6.52713,6,2015,Mafia de Cuba,20,10,176558,1/2/2024,details
1565,2661,5,2453,3.1233,6.86616,2,2010,Constantinopolis,90,90,31483,1/2/2024,details
776,2014,5,2479,3.1667,7.61545,1,2022,Hamburg,90,60,314580,1/2/2024,details
774,1588,4,2487,1.6364,7.65225,1,2020,Kōhaku,45,30,270143,1/2/2024,details
1204,2463,8,2507,1.0741,7.06288,4,2019,Fiesta de los Muertos,15,15,285253,1/2/2024,details
899,2304,4,3500,2.3333,6.8261,2,2019,On the Origin of Species,80,45,276004,1/2/2024,details
620,1241,8,3300,2.2632,7.94984,4,2023,Among Cultists: A Social Deduction Thriller,90,45,277670,1/2/2024,details
507,2373,5,3488,2.6154,7.55682,1,2023,Moon,90,45,358386,1/2/2024,details
1264,3853,2,3618,3.0986,6.57936,1,1976,Starship Troopers,120,120,670,1/2/2024,details
897,2794,5,3604,1.6071,6.79886,2,2023,Steam Up: A Feast of Dim Sum,60,40,307561,1/2/2024,details
1488,2837,6,3719,2.6159,6.40997,2,2007,Dust,180,60,29109,1/2/2024,details
993,1915,6,3763,1.6818,6.60088,2,2017,Santo Domingo,30,20,218995,1/2/2024,details
315,1442,2,3771,4.1892,8.36594,1,2022,Almoravid: Reconquista and Riposte in Spain 1085-1086,360,60,295103,1/2/2024,details
890,1858,4,3761,1.3478,6.6491,2,2019,Valley of the Vikings,20,15,269526,1/2/2024,details
356,1425,7,3673,2.1429,8.04517,3,2023,Freelancers: A Crossroads Game,180,90,383206,1/2/2024,details
1399,1768,6,3814,2.1321,6.41771,2,1939,Canasta,45,45,17104,1/2/2024,details
1115,1783,6,3911,1.8889,6.49842,3,2010,Mai-Star,30,30,75789,1/2/2024,details
910,1329,4,3930,1.7196,6.58602,2,2007,Merchants,30,30,32114,1/2/2024,details
408,798,2,3955,2.7619,7.48337,2,2010,Hearts and Minds: Vietnam 1965-1975,180,180,27739,1/2/2024,details
527,1728,6,3963,1.9,7.09053,2,2022,Ragnarocks,30,15,328575,1/2/2024,details
628,1106,4,3980,1.5,6.97291,1,2019,Combo Fighter,15,5,236305,1/2/2024,details
694,1347,2,3984,2.2679,7.29499,2,1977,Melee,15,15,3464,1/2/2024,details
671,1560,5,4075,2.125,6.93329,2,2019,La Viña,45,30,276497,1/2/2024,details
351,1246,2,4162,4.0455,7.96757,1,1991,La Bataille des Quatre Bras,480,360,12896,1/2/2024,details
410,1979,4,4173,2.4,7.97262,2,2017,The Red Dragon Inn 6: Villains,60,30,212662,1/2/2024,details
361,1090,7,4198,4,8.09765,1,2020,Stellar Horizons,240,120,217990,1/2/2024,details
286,897,2,4208,2.6,8.18304,2,2020,Blitz Bowl: Season 2,60,30,320698,1/2/2024,details
2731,4555,4,4209,2.763,6.1245,2,2003,WarCraft: The Board Game,120,120,7479,1/2/2024,details
874,1551,6,4257,1.413,6.51887,2,2013,Clubs,30,30,125924,1/2/2024,details
548,1607,4,4292,1.7368,6.89341,2,2015,Fleet Wharfside,30,20,176262,1/2/2024,details
640,3267,0,4361,1.7,6.73695,0,0,Outside the Scope of BGG,0,0,23953,1/2/2024,details
706,1637,6,4349,2.24,6.64484,2,2019,Extraordinary Adventures: Pirates!,60,45,254994,1/2/2024,details
595,930,6,4429,2,6.83724,2,2018,Big Monster,30,20,246567,1/2/2024,details
982,2542,6,4488,2.8214,6.52906,1,2016,B-Sieged: Sons of the Abyss,90,60,164865,1/2/2024,details
640,1694,4,4506,3.0385,6.68297,1,2022,Dice Theme Park,90,75,311725,1/2/2024,details
1909,3647,4,4505,2.0596,6.10412,2,2009,Arcana,60,60,45134,1/2/2024,details
729,733,5,4542,1.8333,6.54401,2,2007,Gipsy King,30,30,32382,1/2/2024,details
10903,18057,7,1446,1.1524,6.58257,2,2005,Pickomino,20,20,15818,1/2/2024,details
1975,3741,4,1504,1.7,7.29211,1,2021,Dice Miner,30,20,310632,1/2/2024,details
16656,28324,6,1519,1.9524,6.50648,2,1983,Scotland Yard,45,45,438,1/2/2024,details
2398,3864,2,1555,2.0959,7.05312,2,2005,Sun Tzu,30,30,18745,1/2/2024,details
2345,6341,2,1574,1.75,7.17922,2,2019,Harry Potter: Hogwarts Battle – Defence Against the Dark Arts,60,30,254192,1/2/2024,details
4346,9723,4,1628,1.3385,6.717,2,2016,Welcome Back to the Dungeon,30,30,195043,1/2/2024,details
830,1073,10,1658,3.2903,8.52283,4,2022,Guards of Atlantis II,120,90,267609,1/2/2024,details
1376,4120,6,1706,2.2727,7.45379,1,2022,The Isle of Cats: Explore & Draw,45,30,338460,1/2/2024,details
926,1311,2,3400,1.8636,6.79121,2,2021,Nanga Parbat,30,30,300305,1/2/2024,details
1449,2241,4,3429,3.7,6.45736,2,2004,Neuland,120,60,12681,1/2/2024,details
1134,1936,2,3434,1.7303,6.68773,2,2011,1911 Amundsen vs Scott,20,20,124847,1/2/2024,details
1169,2253,2,3436,1.7879,6.62649,2,2014,Haru Ichiban,20,20,165662,1/2/2024,details
1948,3436,5,3448,2.176,6.33959,2,2011,Deadwood,60,30,96713,1/2/2024,details
784,2844,4,3471,3.9796,6.96366,1,2021,Arkwright: The Card Game,100,60,300664,1/2/2024,details
4062,6559,4,3494,1.875,6.12085,2,2008,Ticket to Ride: The Card Game,30,30,34127,1/2/2024,details
1342,2827,4,3523,2.3171,6.74195,2,2002,The Settlers of Canaan,60,60,3655,1/2/2024,details
1056,3681,6,3516,1.7317,6.90137,2,2022,Doomlings,45,20,324413,1/2/2024,details
788,2555,2,3641,1.625,6.85986,2,2019,Seasons of Rice,20,20,256705,1/2/2024,details
805,1732,5,3695,2.2727,6.94236,1,2016,Attack on Titan: Deck-Building Game,90,60,194230,1/2/2024,details
1585,2313,2,3703,1.3116,6.35741,2,1980,Good & Bad Ghosts,15,15,2290,1/2/2024,details
2932,4272,6,3696,1.4449,6.21264,2,1965,Nuclear War,60,60,713,1/2/2024,details
1921,3578,4,3724,1.8232,6.27271,2,1991,Wacky Wacky West,45,30,19,1/2/2024,details
1405,2158,4,3738,2.518,6.40302,2,2004,Dos Rios,70,70,9408,1/2/2024,details
1234,1541,6,3781,1.8455,6.43187,2,2010,Leaping Lemmings,72,60,29687,1/2/2024,details
755,2159,4,3843,2.9767,6.81787,2,2014,New Dawn,120,90,135654,1/2/2024,details
844,1178,6,3886,2.0189,6.66771,3,1992,Speculation,45,45,1036,1/2/2024,details
1618,4051,6,3877,1.1667,6.39285,2,2011,Cover Your Assets,45,15,121193,1/2/2024,details
297,847,2,3929,2.4545,8.31479,2,2017,Commands & Colors Tricorne: The American Revolution,90,60,199182,1/2/2024,details
704,2067,6,3925,1.2917,6.80461,2,2015,Lost Legacy: Second Chronicle – Vorpal Sword & Whitegold Spire,10,10,173319,1/2/2024,details
496,1354,4,3952,1.5,7.23109,1,2022,Beacon Patrol,45,30,362976,1/2/2024,details
376,1581,2,3974,2.6087,8.07608,1,2020,"The Hunted: Twilight of the U-Boats, 1943-45",90,45,189664,1/2/2024,details
697,1448,5,4053,2.087,6.90172,2,2016,Henchmania,60,45,204817,1/2/2024,details
727,1823,5,4085,2.6,6.7973,2,2018,Horizons,75,60,195194,1/2/2024,details
704,892,4,4105,2,6.94002,2,2018,Expancity,90,60,201846,1/2/2024,details
1043,2798,2,4134,3.1074,6.53928,2,1974,1776: The Game of the American Revolutionary War,120,120,3312,1/2/2024,details
1860,2372,2,4194,1.0492,6.16141,2,1999,Elk Fest,15,15,403,1/2/2024,details
1208,1814,6,4207,2.15,6.33634,2,2010,Asteroyds,30,30,65200,1/2/2024,details
537,1296,4,4326,1.9412,6.9611,1,2021,Tumble Town,45,45,282776,1/2/2024,details
644,1490,4,4335,3,6.74254,2,2017,Carthago: Merchants & Guilds,90,60,233006,1/2/2024,details
925,1836,8,4382,1.6471,6.45439,1,2018,Sherlock: Death on the 4th of July,60,40,250779,1/2/2024,details
1286,2611,4,2698,2.8333,6.87658,2,2017,The Palace of Mad King Ludwig,75,75,223278,1/2/2024,details
966,1524,5,2714,3.7414,7.13566,2,2016,Ave Roma,120,45,184459,1/2/2024,details
2907,9174,6,2794,1.861,6.42134,2,1906,Rook,45,45,1260,1/2/2024,details
1090,1815,2,2825,1.88,6.96048,2,2019,Robin of Locksley,45,30,280132,1/2/2024,details
660,1545,4,2845,2.95,7.63767,1,2018,Shadowrun: Crossfire – Prime Runner Edition,60,30,254123,1/2/2024,details
963,4848,4,2840,2.3889,7.20591,2,2022,Star Wars Villainous: Power of the Dark Side,50,50,358800,1/2/2024,details
710,1278,5,2806,1.7059,7.55333,2,2023,In the Footsteps of Darwin,30,20,376683,1/2/2024,details
1233,2780,4,2919,2.0968,6.78149,1,2020,Divvy Dice,30,30,297895,1/2/2024,details
1859,3083,4,2534,2.5455,6.67607,2,2013,City of the Living,60,60,145203,1/2/2024,details
1335,1721,7,2590,2.8351,6.86392,2,2013,Kings of Air and Steam,90,90,111732,1/2/2024,details
2112,2631,4,2611,1.3427,6.60003,2,2002,10 Days in Europe,30,20,5867,1/2/2024,details
612,1696,5,2573,3.8491,8.02756,2,2022,Circadians: Chaos Order,240,120,329226,1/2/2024,details
1810,2324,5,2614,2.7792,6.65466,3,1993,Timbuktu,60,60,691,1/2/2024,details
3415,10500,5,2599,2.5455,6.40926,2,2018,Forbidden Sky,60,60,245271,1/2/2024,details
1072,2179,7,2694,1,7.03099,3,2019,Stay Cool,30,10,267475,1/2/2024,details
686,2815,4,2734,2.8125,7.66587,1,2021,Set a Watch: Swords of the Coin,75,60,307386,1/2/2024,details
401,990,5,4914,2.8182,7.09432,1,2021,A.D.E.L.E.,120,90,337324,1/2/2024,details
28327,31000,4,103,3.5013,7.70582,2,1997,Tigris & Euphrates,90,90,42,1/2/2024,details
3968,8386,4,144,4.1549,8.53899,2,2023,Hegemony: Lead Your Class to Victory,180,90,321608,1/2/2024,details
4130,8640,4,180,2.5116,8.32141,2,2022,Clank!: Catacombs,90,45,365717,1/2/2024,details
33828,47122,6,197,3.7236,7.54096,3,2011,A Game of Thrones: The Board Game (Second Edition),240,120,103343,1/2/2024,details
8823,11569,2,227,2.6556,7.70986,2,2003,YINSH,60,30,7854,1/2/2024,details
9987,19460,4,229,1.9901,7.66423,2,2020,My City,30,30,295486,1/2/2024,details
4328,4517,21,242,2.963,8.33299,6,2022,Blood on the Clocktower,120,30,240980,1/2/2024,details
8568,11720,4,259,3.35,7.67028,2,2017,Pulsar 2849,90,60,228341,1/2/2024,details
5354,9434,4,262,3.304,7.9093,1,2020,Hallertau,140,50,300322,1/2/2024,details
4805,11724,2,309,2.0296,7.94121,2,2023,Star Wars: The Deckbuilding Game,30,30,374173,1/2/2024,details
11550,11949,4,329,2.7491,7.42429,2,2013,Bruges,60,60,136888,1/2/2024,details
18148,23384,4,364,2.7616,7.29624,2,2010,Innovation,60,45,63888,1/2/2024,details
6735,9336,4,378,2.9013,7.60406,1,2016,51st State: Master Set,90,60,192458,1/2/2024,details
10075,19013,4,463,2.1606,7.36771,2,2016,Pandemic: Reign of Cthulhu,40,40,192153,1/2/2024,details
7501,9394,6,593,3.8494,7.35059,2,2007,StarCraft: The Board Game,240,180,22827,1/2/2024,details
4549,9065,5,642,2.7521,7.64243,2,2016,Conan,90,90,160010,1/2/2024,details
8278,9510,4,670,1.8467,7.15165,2,2004,The Downfall of Pompeii,45,45,13004,1/2/2024,details
2605,6118,4,677,3.1237,7.91983,2,2022,My Father's Work,180,180,328866,1/2/2024,details
4042,16566,3,706,2.3409,7.55972,2,2019,Disney Villainous: Evil Comes Prepared,60,40,284760,1/2/2024,details
13180,23240,7,763,3.339,7.04033,2,1959,Diplomacy,360,360,483,1/2/2024,details
3535,6188,4,774,1.4773,7.46763,1,2022,Next Station: London,30,25,353545,1/2/2024,details
5203,9754,2,865,1.6593,7.16211,2,2017,Fugitive,20,5,197443,1/2/2024,details
3058,3955,4,907,2.9979,7.50583,1,2008,Conflict of Heroes: Awakening the Bear! – Russia 1941-42,120,120,24800,1/2/2024,details
5680,9813,2,929,2.2984,7.10187,2,2014,Marvel Dice Masters: Avengers vs. X-Men,60,60,148575,1/2/2024,details
4529,5958,4,948,1.903,7.19004,2,2018,Luxor,45,45,245643,1/2/2024,details
4105,7113,4,997,2.1429,7.18949,2,2020,Santa Monica,45,45,298065,1/2/2024,details
6026,6390,5,1027,2.0372,6.98989,3,2005,Manila,60,60,15817,1/2/2024,details
4393,6140,4,1147,2.1111,6.9938,2,2010,Haggis,45,45,37628,1/2/2024,details
2035,2617,6,1184,2.1458,7.66759,2,2018,Dice Throne,40,20,268201,1/2/2024,details
2920,6014,4,1193,2.5648,7.25232,3,2014,Sons of Anarchy: Men of Mayhem,90,90,156091,1/2/2024,details
4225,9802,4,1198,1.8531,7.00061,2,2015,Risk: Star Wars Edition,45,30,183880,1/2/2024,details
1819,5006,7,3342,2.7667,6.67882,2,2015,Risk: Game of Thrones,240,120,179719,1/2/2024,details
818,1858,2,3373,2.2174,7.04111,2,2019,War of the Worlds: The New Wave,60,30,226631,1/2/2024,details
1352,4489,6,3380,2.1579,6.81256,3,2016,Munchkin Marvel,120,60,189848,1/2/2024,details
1953,3384,4,3415,1.2059,6.35471,2,2015,Game of Trains,20,20,180602,1/2/2024,details
1175,1698,5,3433,2.4375,6.56832,3,2011,Trick of the Rails,20,20,118497,1/2/2024,details
1573,1995,5,3438,2.0182,6.44066,2,2009,Livingstone,35,35,40444,1/2/2024,details
1117,1598,4,3487,1.9821,6.61669,2,2013,Via Appia,45,45,137397,1/2/2024,details
759,1447,4,3561,2.7222,6.92709,2,2016,Papà Paolo,75,30,195867,1/2/2024,details
726,1204,4,3577,2.4872,6.92923,2,2017,Welcome to Centerville,80,40,178302,1/2/2024,details
658,1370,4,3634,2.4118,7.01346,3,2016,Demon Worker,45,45,216856,1/2/2024,details
499,952,1,3675,2.5915,7.4609,1,2010,Phantom Leader,30,30,41490,1/2/2024,details
403,602,6,3656,2.75,8.02345,1,2021,Imperium: The Contention,120,30,266448,1/2/2024,details
793,1125,5,3768,1.6207,6.83316,1,2011,Flash Duel: Second Edition,15,5,107190,1/2/2024,details
569,747,5,3769,2.1,7.11832,2,2021,Turncoats,45,15,352238,1/2/2024,details
726,2056,3,3793,1.4167,6.8401,2,2022,Dandelions,15,15,347883,1/2/2024,details
531,1185,4,3839,2.0625,7.22723,2,2020,Almanac: The Dragon Road,90,60,278783,1/2/2024,details
659,1580,5,3914,3.4138,7.20298,1,2017,Lobotomy,180,60,173805,1/2/2024,details
1931,5048,4,3918,1.2059,6.35259,2,2017,Monopoly Gamer,60,45,230408,1/2/2024,details
2867,7673,4,3940,1.6624,6.12435,2,2011,Struggle for Catan,30,30,91534,1/2/2024,details
2272,3029,4,3937,2.0661,6.24201,2,2010,Evolution: The Origin of Species,60,30,71021,1/2/2024,details
771,1171,6,3964,2.625,6.69587,1,2019,Unlock!: Exotic Adventures – Expedition: Challenger,60,60,258411,1/2/2024,details
501,1364,2,3994,2.25,7.23207,2,2015,DC Comics Dice Masters: War of Light,60,60,173294,1/2/2024,details
709,1373,4,3973,2.3559,6.81636,3,2008,Catan Geographies: Germany,60,60,38749,1/2/2024,details
825,1780,4,3977,2.3636,6.77082,1,2020,Mechanica,75,45,268493,1/2/2024,details
509,1050,4,3991,3.2941,7.16944,2,2022,Planet B,180,60,367351,1/2/2024,details
287,749,3,4033,4.3077,8.30491,1,2011,Axis Empires: Totaler Krieg!,3600,60,32989,1/2/2024,details
292,558,2,4042,2.7222,8.50971,2,2017,Techno Bowl: Arcade Football Unplugged,90,45,194923,1/2/2024,details
562,1538,4,4101,1.6667,7.01108,1,2022,Block and Key,40,20,311930,1/2/2024,details
444,976,4,4147,2.7857,7.45665,2,2018,Direwild,90,60,218376,1/2/2024,details
606,1709,4,4144,1.9,6.95872,2,2021,ArchRavels,45,30,255363,1/2/2024,details
634,1418,4,4132,2.7727,6.83581,2,2018,Race to the New Found Land,90,60,243696,1/2/2024,details
3389,8639,6,4154,1.4463,6.09117,2,2012,Cthulhu Fluxx,30,5,122159,1/2/2024,details
1890,3526,4,1754,1.3103,7.12365,1,2019,Noctiluca,30,30,269752,1/2/2024,details
920,1834,4,1770,4.0833,7.89432,2,2004,1860: Railways on the Isle of Wight,240,180,12750,1/2/2024,details
1663,6025,6,1729,2.3265,7.39729,3,2022,Betrayal at House on the Hill: 3rd Edition,60,60,358504,1/2/2024,details
1627,3997,2,1822,1.9167,7.21472,1,2016,Nautilion,30,15,206084,1/2/2024,details
3189,3967,5,1864,1.2908,6.70059,2,1994,Wildlife Safari,30,20,398,1/2/2024,details
2721,4612,5,1873,1.91,6.76402,2,1997,Nyet!,60,60,1107,1/2/2024,details
2253,3219,6,2049,1.5,6.80107,2,2014,Terra,45,45,153507,1/2/2024,details
2288,4547,4,2056,3.0448,6.79266,1,2016,Guilds of London,90,45,134157,1/2/2024,details
2947,5232,4,2057,1.46,6.68129,2,2016,Lotus,30,30,198525,1/2/2024,details
2168,3705,2,2101,1.0972,6.81371,2,2013,Cube Quest,15,15,137330,1/2/2024,details
1074,2912,5,2110,2.1667,7.52925,1,2017,Legendary: Buffy The Vampire Slayer,60,30,210290,1/2/2024,details
630,847,6,2236,3.9565,8.11175,2,2019,1882: Assiniboia,180,120,282435,1/2/2024,details
1918,3820,50,2335,2.8542,6.77314,1,2020,Welcome to New Las Vegas,35,35,281075,1/2/2024,details
981,1691,2,2339,2.6331,7.39884,2,2009,Richard III: The Wars of the Roses,120,120,25277,1/2/2024,details
784,1353,4,2341,4.2021,7.95188,1,2019,Era of Tribes,180,60,196354,1/2/2024,details
589,1234,7,2356,4.4286,8.16572,3,2016,1822: The Railways of Great Britain,420,300,193867,1/2/2024,details
6742,8715,6,1430,1.9313,6.70582,1,2013,Room 25,30,30,127024,1/2/2024,details
1085,2784,5,1417,2.5833,8.24071,3,2018,Cosmic Encounter: 42nd Anniversary Edition,120,60,313010,1/2/2024,details
1262,3468,2,1444,3.8056,7.97026,2,2005,Advanced Squad Leader: Starter Kit #2,180,180,15126,1/2/2024,details
2817,6780,5,1596,2.2444,7.03391,1,2017,Masmorra: Dungeons of Arcadia,90,60,181524,1/2/2024,details
995,1798,6,3032,1.1538,6.94525,3,2019,TEAM3 GREEN,30,30,275870,1/2/2024,details
1183,3335,4,3084,1.9643,6.76064,1,2017,Raxxon,60,45,231197,1/2/2024,details
907,1634,2,3105,3.3097,7.10327,2,2002,Flames of War: The World War II Miniatures Game,120,120,11168,1/2/2024,details
1630,1915,5,3110,1.5286,6.49935,2,2008,Fast Flowing Forest Fellers,30,30,38548,1/2/2024,details
684,1367,1,3157,2,7.31605,1,2010,Ottoman Sunset: The Great War in the Near East,30,30,84465,1/2/2024,details
1333,2710,4,3225,1.1429,6.62568,2,2012,The Enchanted Tower,25,15,130792,1/2/2024,details
494,1811,2,3329,3.3509,7.94455,1,2013,The Dark Valley,500,500,66855,1/2/2024,details
611,1733,3,3351,2.6111,7.45687,1,2023,Skytear Horde,30,30,344789,1/2/2024,details
589,1088,1,3416,2.1111,7.29705,1,2013,Infection: Humanity's Last Gasp,45,45,142854,1/2/2024,details
1339,2038,6,3514,1.1341,6.49395,2,2008,Penguin Party,15,15,56933,1/2/2024,details
1154,2546,4,3504,1.359,6.61765,2,2020,King of 12,40,20,302917,1/2/2024,details
1310,1896,6,3544,1.1127,6.57043,3,1996,Compatibility,30,30,2604,1/2/2024,details
901,1534,4,3542,2.1905,6.80572,2,2020,Dinner in Paris,60,40,320819,1/2/2024,details
678,1706,4,3692,2.1333,6.99108,2,2015,Survive: Space Attack!,60,45,177147,1/2/2024,details
507,1300,2,3722,3.6765,7.37444,2,1992,SPQR,240,240,1444,1/2/2024,details
1124,2792,6,3727,2.6667,6.51347,3,2015,Homeland: The Game,90,90,160968,1/2/2024,details
1796,4040,4,2881,3.9535,6.64112,1,2015,Mistfall,120,120,168274,1/2/2024,details
609,1528,99,2876,2,7.97381,2,2012,Wings of Glory: WW1 Rules and Accessories Pack,30,30,119866,1/2/2024,details
780,1849,5,2885,1.931,7.29976,2,2015,Carcassonne: Over Hill and Dale,35,35,182082,1/2/2024,details
774,1614,4,2966,2.3478,7.25864,1,2021,Cape May,120,60,281248,1/2/2024,details
645,1027,4,3028,3.9483,7.41807,1,2015,Small City,120,60,130486,1/2/2024,details
598,1009,5,3128,3.8226,7.43902,3,2013,Kohle & Kolonie,180,150,141090,1/2/2024,details
